Name,SpecScore,rating,price,tag,sim,processor,storage,battery,display,camera,memoryExternal,version,fm,RAM_GB,Storage_GB,Battery_mAh,Screen_inches,FrontCamera_MP,BackCamera_MP,Processor_Speed_GHz,Processor_Name,Processor_Name_Cleaned,ProcessorScore,img
Infinix Smart 10 HD,58,4.45,4999,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Octa Core, 1.6 GHz Processor","2 GB RAM, 64 GB inbuilt",5000 mAh Battery with 10W Fast Charging,"6.6 inches, 720 x 1612 px, 90 Hz Display with Punch Hole",13 MP Rear & 8 MP Front Camera,Memory Card Supported,Android v14,,2.0,64.0,5000.0,6.6,8.0,13.0,1.6,Octa Core,Octa Core,0.5106,https://cdn1.smartprix.com/rx-ihDoKLHbd-w280-h280/infinix-smart-10-hd.webp
itel S16 Pro,58,4.55,6990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Quad Core, 1.3 GHz Processor","2 GB RAM, 32 GB inbuilt",4000 mAh Battery,"6.6 inches, 1600 x 720 px Display with Punch Hole",8 MP + 2 MP + 0.3 MP Triple Rear & 8 MP Front Camera,"Memory Card Supported, upto 32 GB",Android v10,,2.0,32.0,4000.0,6.6,8.0,13.0,1.3,Quad Core,Quad Core,0.5,https://cdn1.smartprix.com/rx-i8K1F0y5y-w280-h280/itel-s16-pro.webp
Infinix Smart 10 Plus,58,4.2,6990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC, IR Blaster","Unisoc T7250, Octa Core, 1.8 GHz Processor","4 GB RAM, 128 GB inbuilt",6000 mAh Battery with 18W Fast Charging,"6.67 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",8 MP Rear & 8 MP Front Camera,Memory Card Supported,Android v15,,4.0,128.0,6000.0,6.67,8.0,8.0,1.8,Unisoc T7250,Unisoc T7250,0.0638,https://cdn1.smartprix.com/rx-iteGX5DNm-w280-h280/infinix-smart-10-plu.webp
Realme C2s,58,3.45,3499,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio  P22 , Octa Core, 2 GHz Processor","3 GB RAM, 32 GB inbuilt",4000 mAh Battery,"6.1 inches, 720 x 1560 px Display with Water Drop Notch",13 MP + 2 MP Dual Rear & 5 MP Front Camera,"Memory Card Supported, upto 128 GB",Android v9.0 (Pie),,3.0,32.0,4000.0,6.1,5.0,15.0,2.0,Helio  P22 ,Helio P22,0.5532,https://cdn1.smartprix.com/rx-iSfwVyH3P-w280-h280/realme-c2s.webp
itel City 100,58,4.55,7799,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Unisoc T7250, Octa Core, 1.8 GHz Processor","4 GB RAM, 128 GB inbuilt",5200 mAh Battery with 18W Fast Charging,"6.75 inches, 720 x 1600 px Display",13 MP Rear & 8 MP Front Camera,Memory Card Supported,Android v14,,4.0,128.0,5200.0,6.75,8.0,13.0,1.8,Unisoc T7250,Unisoc T7250,0.0638,https://cdn1.smartprix.com/rx-iW68YV2MY-w280-h280/itel-city-100.webp
Vivo Y04,57,4.45,8990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T7225, Octa Core, 2 GHz Processor","4 GB RAM, 64 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"6.74 inches, 720 x 1600 px, 90 Hz Display with Water Drop Notch",13 MP + 0.08 MP Dual Rear & 5 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,,4.0,64.0,5000.0,6.74,5.0,21.0,2.0,Unisoc T7225,Unisoc T7225,0.0745,https://cdn1.smartprix.com/rx-iOgBYVYtf-w280-h280/vivo-y04.webp
Vivo Y03t,57,4.55,6499,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T612, Octa Core, 1.8 GHz Processor","4 GB RAM, 64 GB inbuilt",5000 mAh Battery with 15W Fast Charging,"6.56 inches, 720 x 1612 px, 90 Hz Display with Water Drop Notch",13 MP + 0.08 MP Dual Rear & 5 MP Front Camera,Memory Card Supported,Android v14,,4.0,64.0,5000.0,6.56,5.0,21.0,1.8,Unisoc T612,Unisoc T612,0.1064,https://cdn1.smartprix.com/rx-itReLLY9E-w280-h280/vivo-y03t.webp
itel A90 (4GB + 128GB),57,4.35,6999,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T7100, Octa Core, 1.8 GHz Processor","4 GB RAM, 128 GB inbuilt",5000 mAh Battery with 15W Fast Charging,"6.6 inches, 720 x 1612 px, 90 Hz Display with Water Drop Notch",13 MP Rear & 5 MP Front Camera,"Memory Card Supported, upto 2 TB",Android v14,,4.0,128.0,5000.0,6.6,5.0,13.0,1.8,Unisoc T7100,Unisoc T7100,0.0851,https://cdn1.smartprix.com/rx-i9kMuyDqJ-w280-h280/itel-a90-4gb-128gb.webp
Infinix Smart 10,56,4.4,5990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC, IR Blaster","Unisoc T7250, Octa Core, 1.8 GHz Processor","3 GB RAM, 64 GB inbuilt",5000 mAh Battery with 15W Fast Charging,"6.67 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",8 MP Rear & 8 MP Front Camera,Memory Card Supported,Android v15,,3.0,64.0,5000.0,6.67,8.0,8.0,1.8,Unisoc T7250,Unisoc T7250,0.0638,https://cdn1.smartprix.com/rx-iSC3uDxAD-w280-h280/infinix-smart-10.webp
Jio Phone 3,56,4.15,4499,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Quad Core, 1.4 GHz Processor","2 GB RAM, 64 GB inbuilt",2800 mAh Battery,"5 inches, 720 x 1280 px Display",5 MP Rear & 2 MP Front Camera,"Memory Card Supported, upto 128 GB",Android v8.1 (Oreo),,2.0,64.0,2800.0,5.0,2.0,5.0,1.4,Quad Core,Quad Core,0.5,https://cdn1.smartprix.com/rx-iHSPrU3GC-w280-h280/jio-phone-3.webp
itel S16,54,4.55,5990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc SC7731E, Quad Core, 1.3 GHz Processor","1 GB RAM, 16 GB inbuilt",4000 mAh Battery,"6.5 inches, 1600 x 720 px Display with Water Drop Notch",8 MP + 2 MP + 0.3 MP Triple Rear & 8 MP Front Camera,"Memory Card Supported, upto 32 GB",Android v10,,1.0,16.0,4000.0,6.5,8.0,13.0,1.3,Unisoc SC7731E,Unisoc SC7731E,0.117,https://cdn1.smartprix.com/rx-isYHuO4A8-w280-h280/itel-s16.webp
itel P36,54,4.65,6490,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Spreadtrum  SC7731E, Quad Core, 1.3 GHz Processor","1 GB RAM, 16 GB inbuilt",5000 mAh Battery,"6.5 inches, 1600 x 720 px Display with Water Drop Notch",8 MP + 0.3 MP Dual Rear & 8 MP Front Camera,,Android v9.0 (Pie),,1.0,16.0,5000.0,6.5,8.0,11.0,1.3,Spreadtrum  SC7731E,Spreadtrum SC7731E,0.1277,https://cdn1.smartprix.com/rx-i0mP5ATQi-w280-h280/itel-p36.webp
