Name,SpecScore,rating,price,tag,sim,processor,storage,battery,display,camera,memoryExternal,version,fm,RAM_GB,Storage_GB,Battery_mAh,Screen_inches,FrontCamera_MP,BackCamera_MP,Processor_Speed_GHz,Processor_Name,Processor_Name_Cleaned,ProcessorScore,img
OnePlus Nord CE 5 Lite 5G,70,4.05,22990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 7 Gen2, Octa Core Processor","8 GB RAM, 256 GB inbuilt",5000 mAh Battery with 80W Fast Charging,"6.78 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 13 MP + 2 MP Triple Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v15,,8.0,256.0,5000.0,6.78,32.0,65.0,,Snapdragon 7 Gen2,Snapdragon 7 Gen2,0.2778,https://cdn1.smartprix.com/rx-iCRSPVbTB-w280-h280/oneplus-nord-ce-5-li.webp
Samsung Galaxy A76,70,4.75,42990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 7+ Gen2, Octa Core, 2.91 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.78 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",108 MP Quad Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v14,,8.0,128.0,5000.0,6.78,32.0,108.0,2.91,Snapdragon 7+ Gen2,Snapdragon 7+ Gen2,0.25,https://cdn1.smartprix.com/rx-iE1ODq8Ry-w280-h280/samsung-galaxy-a76.webp
Motorola Moto G36 5G,70,4.3,14990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","6 GB RAM, 128 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.6 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v14,,6.0,128.0,5000.0,6.6,16.0,58.0,2.4,Dimensity 6300,Dimensity 6300,0.9167,https://cdn1.smartprix.com/rx-iQT9XiH1v-w280-h280/motorola-moto-g36-5g.webp
Nokia X200,69,4.7,24999,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 6 Gen 1, Octa Core, 2.2 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 33W Fast Charging,"6.7 inches, 1080 x 2400 px, 90 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 32 MP Front Camera,"Memory Card Supported, upto 1000 GB",Android v13,,8.0,128.0,5000.0,6.7,32.0,60.0,2.2,Snapdragon 6 Gen 1,Snapdragon 6 Gen 1,0.3889,https://cdn1.smartprix.com/rx-iMw7E5IRd-w280-h280/nokia-x200.webp
Vivo Y400 Plus,69,4.15,24990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 6 Gen2, Octa Core Processor","8 GB RAM, 128 GB inbuilt",5150 mAh Battery with 67W Fast Charging,"6.79 inches, 2400 x 1080 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 32 MP Front Camera,,Android v15,No FM Radio,8.0,128.0,5150.0,6.79,32.0,60.0,,Snapdragon 6 Gen2,Snapdragon 6 Gen2,0.3333,https://cdn1.smartprix.com/rx-ijzsZ1qSB-w280-h280/vivo-y400-plus.webp
Xiaomi Redmi 15C 5G,69,4.45,12990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 4 Gen3, Octa Core Processor","8 GB RAM, 128 GB inbuilt",5500 mAh Battery with 33W Fast Charging,"6.74 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v15,,8.0,128.0,5500.0,6.74,16.0,58.0,,Snapdragon 4 Gen3,Snapdragon 4 Gen3,0.4167,https://cdn1.smartprix.com/rx-it7Ho0Flf-w280-h280/xiaomi-redmi-15c-5g.webp
Infinix Hot 60 5G,68,4.05,11990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7050, Octa Core, 2.6 GHz Processor","6 GB RAM, 128 GB inbuilt",5000 mAh Battery with 33W Fast Charging,"6.74 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",50 MP + Depth Sensor Dual Rear & 8 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v16,,6.0,128.0,5000.0,6.74,8.0,50.0,2.6,Dimensity 7050,Dimensity 7050,0.8333,https://cdn1.smartprix.com/rx-iXFIddhdd-w280-h280/infinix-hot-60-5g.webp
Samsung Galaxy A37 5G,68,4.25,34990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 6 Gen4, Octa Core, 2.3 GHz Processor","8 GB RAM, 128 GB inbuilt",5500 mAh Battery with 45W Fast Charging,"6.74 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",50 MP + 12 MP + 8 MP Triple Rear & 16 MP Front Camera,,Android v16,No FM Radio,8.0,128.0,5500.0,6.74,16.0,70.0,2.3,Snapdragon 6 Gen4,Snapdragon 6 Gen4,0.3056,https://cdn1.smartprix.com/rx-i5e7xWRLW-w280-h280/samsung-galaxy-a37-5.webp
Vivo Y20 5G,68,4.15,11999,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6400, Octa Core, 2.4 GHz Processor","4 GB RAM, 128 GB inbuilt",5700 mAh Battery with 20W Fast Charging,"6.74 inches, 720 x 1600 px, 90 Hz Display with Water Drop Notch",50 MP + 0.08 MP Dual Rear & 8 MP Front Camera,"Memory Card Supported, upto 2 TB",Android v16,,4.0,128.0,5700.0,6.74,8.0,58.0,2.4,Dimensity 6400,Dimensity 6400,0.8889,https://cdn1.smartprix.com/rx-ikF2lf5DY-w280-h280/vivo-y20-5g.webp
Tecno POP 10 5G,67,4.0,7999,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 7025, Octa Core, 2.5 GHz Processor","4 GB RAM, 128 GB inbuilt",5100 mAh Battery with Fast Charging,"6.67 inches, 720 x 1612 px, 120 Hz Display with Punch Hole",50 MP Dual Rear & 8 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v15,,4.0,128.0,5100.0,6.67,8.0,50.0,2.5,Dimensity 7025,Dimensity 7025,0.8611,https://cdn1.smartprix.com/rx-ik9VBWtuD-w280-h280/tecno-pop-10-5g.webp
Google Pixel 10A,65,4.4,49990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Tensor G5, Octa Core Processor","8 GB RAM, 128 GB inbuilt",5200 mAh Battery with 20W Fast Charging,"6.36 inches, 1080 x 2424 px, 120 Hz Display with Punch Hole",50 MP + 13 MP Dual Rear & 12 MP Front Camera,Memory Card Not Supported,Android v16,,8.0,128.0,5200.0,6.36,12.0,63.0,,Tensor G5,Tensor G5,0.0278,https://cdn1.smartprix.com/rx-iXnvnSBl7-w280-h280/google-pixel-10a.webp
Sony Xperia L5 5G,60,4.45,15990,RUMORED,"Single Sim, 3G, 4G, VoLTE, Wi-Fi, NFC","Helio P35, Octa Core, 2.3 GHz Processor","4 GB RAM, 64 GB inbuilt",4000 mAh Battery with Fast Charging,"6.2 inches, 720 x 1680 px Display",13 MP + 5 MP + 2 MP Triple Rear & 8 MP Front Camera,"Memory Card (Hybrid), upto 512 GB",Android v12,,4.0,64.0,4000.0,6.2,8.0,20.0,2.3,Helio P35,Helio P35,0.4722,https://cdn1.smartprix.com/rx-izFuTdtsy-w280-h280/sony-xperia-l5-5g.webp
Apple iPhone 9,58,4.25,29990,RUMORED,"Single Sim, 3G, 4G, VoLTE, Wi-Fi, NFC","A13 Bionic, Hexa Core, 2.65 GHz Processor","3 GB RAM, 64 GB inbuilt",2050 mAh Battery with Fast Charging,"4.7 inches, 750 x 1334 px Display with Large Notch",12 MP Rear & 7 MP Front Camera,Memory Card Not Supported,iOS v13.0,,3.0,64.0,2050.0,4.7,7.0,12.0,2.65,A13 Bionic,A13 Bionic,1.0,https://cdn1.smartprix.com/rx-iU4RI3mhe-w280-h280/apple-iphone-9.webp
